height,found_at,value,pool_scoring_hashrate_ghps,user_scoring_hashrate_ghps,user_reward
745198,2022-07-16 08:03:07,6.26165679,13825379670.633762,1489803.75008473,0.00066717
745221,2022-07-16 11:34:12,6.44373373,13885888919.966131,1497865.19446235,0.00068741
745230,2022-07-16 13:03:59,6.30171229,13655816813.892645,1499068.889949148,0.00068415
745248,2022-07-16 15:12:05,6.29062356,12252602445.17726,1503931.07437752,0.00076359
745257,2022-07-16 16:48:54,6.57539638,13481596516.152079,1498021.6328763897,0.00072255
745265,2022-07-16 18:43:04,6.53924457,13183242767.382341,1504883.89638113,0.00073822
745281,2022-07-16 22:19:23,6.33525547,12763583277.437386,1503713.1469770337,0.00073804
745321,2022-07-17 05:25:09,6.25581067,13596372745.562407,1496987.451070761,0.00068111
745326,2022-07-17 06:19:24,6.28289874,13453152145.103548,1497550.8130323244,0.00069166
745331,2022-07-17 07:01:12,6.41231342,13438927009.60485,1507364.7625366414,0.00071119
745333,2022-07-17 07:17:38,6.34305071,13257143339.450619,1508247.206974383,0.00071361
745347,2022-07-17 10:30:30,6.45847633,13604251407.801348,1506276.447266636,0.00070713
745350,2022-07-17 10:52:13,6.34210175,13582927784.84622,1498352.8494786466,0.00069189
745354,2022-07-17 11:18:49,6.27489219,13581583726.882133,1503769.264807674,0.00068700
745357,2022-07-17 11:31:43,6.27443990,13581830073.7352,1501461.5633851248,0.00068592
745374,2022-07-17 15:19:25,6.28589777,13563264714.72978,1503451.2226628093,0.00068899
745377,2022-07-17 16:13:20,6.56092854,13553468881.973104,1512372.3962170596,0.00072397
745383,2022-07-17 17:13:57,6.34241438,13481141854.540815,1511249.590011019,0.00070319
745384,2022-07-17 17:15:14,6.27852092,13453341391.362751,1505508.406697269,0.00069485
745404,2022-07-17 21:17:56,6.38880475,10418495057.444094,1508012.4813481614,0.00091460
745438,2022-07-18 03:16:56,6.45074159,12786784100.400906,1503875.8122972844,0.00075025
745459,2022-07-18 06:39:04,6.48960643,13401413218.352463,1493096.7250282317,0.00071512
745473,2022-07-18 09:31:49,6.44117198,13589411147.680132,1504352.4040252848,0.00070516
745503,2022-07-18 14:22:22,6.39424360,13653608578.901508,1505100.8152357675,0.00069695
745534,2022-07-18 20:49:30,6.63734576,8702057055.378319,1491620.8287406047,0.00112522
745543,2022-07-18 22:46:32,6.56899148,8568519059.212945,1500476.139544504,0.00113751
745588,2022-07-19 07:21:41,6.50984228,11995304279.328213,1498702.5411975984,0.00080439
745631,2022-07-19 14:00:39,6.36159376,11974378024.260225,1512847.6907201763,0.00079476
745635,2022-07-19 14:33:11,6.42981347,12005684939.590624,1513129.8730796187,0.00080134
745650,2022-07-19 16:48:58,6.42154183,11737771106.16599,1507491.7618548465,0.00081555
745711,2022-07-20 04:31:01,6.42009460,11609059836.229633,1503318.752058631,0.00082214
745722,2022-07-20 06:32:41,6.25000000,11925817462.524696,1509879.7637453685,0.00078246
745723,2022-07-20 06:47:57,6.40852060,11996189695.827532,1495443.5134362702,0.00079004
745746,2022-07-20 10:15:33,6.33561080,12173073562.44305,1508988.4752572302,0.00077669
745751,2022-07-20 11:23:37,6.44445050,12218235658.170168,1502546.1319617957,0.00078372
745757,2022-07-20 11:55:24,6.35361278,12194254378.88579,1508999.2609779444,0.00077755
745830,2022-07-21 02:19:09,6.32711930,11680415843.30717,1505715.9141386005,0.00080661
745843,2022-07-21 05:04:52,6.30001544,12192930045.359621,1510309.5988342997,0.00077170
745848,2022-07-21 06:05:59,6.41541315,12160422172.374496,1503242.3153111432,0.00078429
745856,2022-07-21 07:48:06,6.47517388,12157899794.438694,1503890.0257628583,0.00079215
745889,2022-07-21 12:59:07,6.46044178,12114441481.379652,1497794.0935587687,0.00078985
745895,2022-07-21 13:54:58,6.38837525,12005552253.968573,1504330.6903813512,0.00079159
745904,2022-07-21 15:41:43,6.47814278,12285474465.987288,1498090.280163903,0.00078110
745912,2022-07-21 16:57:44,6.57660636,12186571425.802265,1506029.2559623749,0.00080354
745962,2022-07-22 02:44:03,6.32551154,11506129571.75321,1512995.8943231588,0.00082241
745974,2022-07-22 04:36:28,6.34957751,11648558404.008404,1501184.0111794448,0.00080908
745979,2022-07-22 05:18:56,6.32287409,11661029853.343496,1504282.1965103303,0.00080657
745984,2022-07-22 05:45:44,6.25531017,11660944344.90836,1496762.558327149,0.00079401
745988,2022-07-22 06:30:30,6.56925562,11700587203.062536,1506082.5558661555,0.00083612
745992,2022-07-22 06:55:59,6.28739846,11704247533.0554,1471118.1587515457,0.00078070
746040,2022-07-22 15:18:56,6.54406137,12529379129.913467,1500822.8973993019,0.00077518
746065,2022-07-22 21:01:06,6.56379896,11205196782.404278,1510351.0901623257,0.00087500
746116,2022-07-23 07:14:29,6.29365706,12029178605.340225,1499177.4738207567,0.00077552
746148,2022-07-23 11:30:45,6.41322354,12008306326.29545,1505732.0302607089,0.00079519
746171,2022-07-23 14:15:23,6.25490728,11885021377.176222,1518297.8522629992,0.00078998
746199,2022-07-23 18:55:53,6.25474343,11688480194.684647,1501058.876963956,0.00079434
746212,2022-07-23 21:19:40,6.35220418,11201797927.036985,1514301.8318619924,0.00084905
746229,2022-07-23 22:30:48,6.27215154,11092726836.615303,1502452.7584952868,0.00084011
746248,2022-07-24 02:34:33,6.28640052,12190603656.891535,1494738.159748326,0.00076226
746350,2022-07-24 18:06:00,6.30854080,12468371047.587528,1505659.0680083067,0.00075329
746368,2022-07-24 20:36:11,6.36891375,11782956641.360083,1494782.3183681297,0.00079901
746370,2022-07-24 21:01:16,6.30946325,11674602922.475193,1504286.647409211,0.00080397
746450,2022-07-25 09:58:46,6.26498789,12587866010.7906,1492655.9975149014,0.00073454
746457,2022-07-25 11:19:05,6.26770271,12347999530.284426,1494455.747609367,0.00075017
746488,2022-07-25 15:56:15,6.33754042,12465464657.407036,1510294.4797680157,0.00075922
746564,2022-07-26 04:14:54,6.30219493,12140477561.711176,1511688.6390858786,0.00077589
746584,2022-07-26 06:31:04,6.28005256,12382169465.085295,1507476.7987435292,0.00075611
746590,2022-07-26 06:50:42,6.25640535,12342310152.615717,1489868.3814486878,0.00074663
746616,2022-07-26 11:55:14,6.37151112,12365254989.268148,1499681.72949931,0.00076411
746621,2022-07-26 12:27:50,6.33078429,12338632458.2818,1503615.6085947782,0.00076296
746645,2022-07-26 15:41:47,6.29215203,12301438202.065153,1501476.0188566404,0.00075947
746664,2022-07-26 18:57:43,6.29624299,11902813930.044176,1493292.2955050394,0.00078120
746668,2022-07-26 19:22:56,6.35541390,11892712130.73496,1498040.9737840125,0.00079155
746669,2022-07-26 19:23:57,6.25677031,11879432324.760918,1499752.10429253,0.00078103
746679,2022-07-26 21:15:56,6.27534442,11714812259.50578,1494085.3607247358,0.00079142
746681,2022-07-26 21:39:34,6.29083106,11708540434.110466,1491523.9985643476,0.00079246
746695,2022-07-26 23:57:13,6.34453803,11443970928.860685,1500957.5227890094,0.00082289
746707,2022-07-27 01:29:58,6.28148634,11466413573.48885,1502651.6768230994,0.00081409
746745,2022-07-27 07:19:40,6.28212256,12303147154.713331,1490319.7167491831,0.00075231
746769,2022-07-27 11:11:40,6.27804819,12294419657.386374,1513992.9890224203,0.00076458
746774,2022-07-27 11:53:36,6.29742341,12306756726.739536,1508339.2399663492,0.00076337
746779,2022-07-27 12:36:24,6.29339210,12338297773.034403,1511035.586547235,0.00076229
746796,2022-07-27 14:15:57,6.28107188,12204893890.434587,1500696.9335404767,0.00076371
746798,2022-07-27 14:25:47,6.31286066,12165814034.614405,1499645.9146126546,0.00076947
746809,2022-07-27 15:39:36,6.40134315,12125684642.469547,1499180.7408173208,0.00078276
746824,2022-07-27 16:56:32,6.28095734,12091043399.581387,1498524.2519473054,0.00076980
746833,2022-07-27 18:02:37,6.38954050,11778520048.505732,1504419.158944536,0.00080699
746848,2022-07-27 20:36:40,6.39281918,9068898100.660383,1509867.5093268806,0.00105229
746857,2022-07-27 22:24:19,6.37980842,9082469510.250557,1491110.555295957,0.00103574
746858,2022-07-27 23:32:01,6.54434539,9090405137.708193,1496588.7479285698,0.00106537
746902,2022-07-28 06:47:37,6.27801043,12513391110.702463,1484649.4682814786,0.00073644
746913,2022-07-28 09:16:58,6.41234893,12226775586.464552,1506215.3684329623,0.00078121
746921,2022-07-28 10:06:17,6.29844726,12212087898.303316,1498635.0680491375,0.00076420
746960,2022-07-28 16:22:46,6.38025030,12367457879.662405,1480201.6184888685,0.00075510
746963,2022-07-28 16:37:19,6.26682982,12322186440.574997,1494369.3066477606,0.00075157
746974,2022-07-28 19:02:29,6.36602205,10188825098.979345,1496011.5930019575,0.00092428
746988,2022-07-28 21:31:36,6.38673502,9101476997.24211,1487962.1998739697,0.00103257
746997,2022-07-28 23:10:28,6.28159956,9883906797.875244,1491746.9969089753,0.00093747
747042,2022-07-29 07:03:05,6.32449189,12152698382.972647,1468731.0619571344,0.00075612
747055,2022-07-29 08:29:30,6.27957618,12141333628.165442,1470720.1830611401,0.00075230
747066,2022-07-29 10:06:51,6.39158733,11875483808.557863,1481652.3237615519,0.00078869
747086,2022-07-29 13:28:45,6.27298292,12082701383.926521,1469831.6956732068,0.00075473
747095,2022-07-29 15:25:50,6.46773269,12152718543.46077,1481588.9063277936,0.00077979
747111,2022-07-29 17:20:17,6.32087178,11899449056.559813,1474368.214950798,0.00077468
747140,2022-07-29 22:46:53,6.45410644,11978400530.019003,1344477.0903390928,0.00071703
747177,2022-07-30 04:40:25,6.32041264,12175163287.590391,1471149.6261755289,0.00075533
747182,2022-07-30 06:25:23,6.41582555,12292563486.094393,1480439.4306392604,0.00076423
747200,2022-07-30 08:36:08,6.40172758,12269163239.220345,1490687.4385304807,0.00076930
747213,2022-07-30 11:02:14,6.25000000,12144725797.601892,1476100.468007121,0.00075135
747216,2022-07-30 12:12:26,6.46005358,12122846963.758698,1475020.7337657572,0.00077759
747220,2022-07-30 12:35:52,6.38990428,12157357863.922018,1492357.109320102,0.00077585
747254,2022-07-30 19:04:48,6.43884942,12183430991.26986,1494409.2191423082,0.00078129
747255,2022-07-30 19:35:30,6.47231103,12137057479.58211,1500828.2832028754,0.00079160
747278,2022-07-31 00:10:42,6.29864926,11954629098.591993,1496161.3615262809,0.00077954
747290,2022-07-31 01:42:11,6.34333596,12019568217.028461,1489666.3738553904,0.00077772
747338,2022-07-31 10:08:14,6.25039852,12637743794.498486,1463946.5405152142,0.00071622
747355,2022-07-31 12:53:57,6.25624565,12576351709.849066,1470502.8296154484,0.00072342
747411,2022-07-31 21:19:24,6.32734356,11919885128.762276,1484042.0818398828,0.00077910
747418,2022-07-31 22:27:19,6.25796479,11736536583.774738,1469470.844573885,0.00077494
747457,2022-08-01 06:57:01,6.39596818,12313305521.789227,1482199.4631462237,0.00076146
747495,2022-08-01 12:16:26,6.40920094,12487169298.323547,1473205.9348879005,0.00074786
747499,2022-08-01 13:11:11,6.35278664,12380258494.963802,1483693.749783275,0.00075297
747503,2022-08-01 13:46:21,6.37614948,12260644009.30601,1486626.1113769198,0.00076459
747521,2022-08-01 17:35:40,6.44565726,12325473491.950264,1477881.2935515998,0.00076427
747554,2022-08-01 22:16:49,6.32738436,11718522001.335512,1477869.0092390988,0.00078920
747566,2022-08-02 00:36:18,6.36128498,11739396167.118223,1482376.3253167851,0.00079444
747638,2022-08-02 09:57:23,6.47352168,12291312758.978678,1481069.5868433379,0.00077138
747642,2022-08-02 10:57:38,6.41647010,12308319230.30597,1465438.9208237587,0.00075557
747660,2022-08-02 13:00:49,6.29893079,12298718766.75831,1474861.7707455873,0.00074695
747668,2022-08-02 14:30:01,6.52337496,12187719908.994175,1470995.6329000238,0.00077870
747677,2022-08-02 15:27:35,6.36596811,12261466779.368261,1477545.3992555148,0.00075864
747688,2022-08-02 17:20:39,6.40853114,12009439901.280579,1484780.0019034948,0.00078365
747702,2022-08-02 19:08:50,6.38751860,11603019414.998411,1479055.7755715712,0.00080519
747715,2022-08-02 22:51:36,6.41226325,8614838266.231527,1473029.864440877,0.00108430
747722,2022-08-03 00:35:26,6.37930997,9430845854.821241,1479061.9484714807,0.00098941
747745,2022-08-03 03:53:38,6.30050101,10933124678.174183,1480252.0709869035,0.00084364
747759,2022-08-03 05:41:21,6.26383661,11898529634.94141,1479380.923534835,0.00077016
747760,2022-08-03 05:49:48,6.30620561,11921503091.498152,1472023.0624427958,0.00077016
747764,2022-08-03 06:37:56,6.30249778,12034227030.392117,1462666.8676059814,0.00075753
747773,2022-08-03 07:53:50,6.27976414,12011476122.473398,1473250.711945584,0.00076185
747780,2022-08-03 08:49:42,6.25161352,11978187614.13735,1486747.1664401304,0.00076734
747801,2022-08-03 12:11:47,6.44784301,12055862546.055984,1472804.2990194887,0.00077909
747813,2022-08-03 14:12:06,6.34412570,11823641557.412308,1473021.8246835063,0.00078164
747821,2022-08-03 15:32:29,6.29251024,11916386693.824394,1477450.99801329,0.00077157
747836,2022-08-03 17:33:12,6.27089063,11500738977.132013,1483150.7608561926,0.00079973
747852,2022-08-03 21:13:55,6.39875689,8195589105.211123,1487387.5867902183,0.00114858
747855,2022-08-03 21:57:56,6.42378461,8113541748.546795,1476192.7340118377,0.00115602
747894,2022-08-04 05:16:08,6.25760886,10913482054.939339,1495742.5880241445,0.00084818
747895,2022-08-04 05:18:46,6.26781432,10906548515.844137,1493635.9449311018,0.00084898
747898,2022-08-04 06:08:59,6.32449089,11657371365.10207,1476823.7201349675,0.00079264
747899,2022-08-04 06:24:47,6.39148756,11653066037.35407,1481415.8791542428,0.00080372
747906,2022-08-04 07:09:40,6.39132029,11801789372.938114,1485204.8327728447,0.00079551
747941,2022-08-04 13:13:35,6.27032897,11778665354.307116,1480675.540748012,0.00077967
747943,2022-08-04 14:49:42,6.64616221,11706670420.419146,1491201.9639587419,0.00083745
747956,2022-08-04 16:43:09,6.39323238,11570705557.095608,1490359.3580295967,0.00081450
748041,2022-08-05 06:14:04,6.28490484,11866909127.514566,1488597.747019643,0.00077974
748047,2022-08-05 06:58:48,6.25622233,11742074124.083735,1492710.299364853,0.00078659
748049,2022-08-05 07:36:23,6.37877221,10974921291.078972,1502776.2193345958,0.00086379
748063,2022-08-05 09:26:13,6.26259352,11711849301.96627,1487264.0320173716,0.00078655
748136,2022-08-05 21:40:15,6.34005315,8607162384.289806,1486373.3503423294,0.00108284
748141,2022-08-05 22:41:57,6.44639173,10005737737.239916,1487647.8918371887,0.00094801
748191,2022-08-06 07:10:28,6.29071568,11814440359.353254,1488817.5612747725,0.00078422
748203,2022-08-06 08:54:53,6.36128305,11804773965.011179,1480459.708882925,0.00078919
748214,2022-08-06 11:08:45,6.29276540,11793190253.209787,1487768.3197305682,0.00078522
748231,2022-08-06 12:54:48,6.29241230,11765989646.283827,1495079.6006214372,0.00079079
748232,2022-08-06 12:57:04,6.27106146,11756226582.362972,1494354.679305987,0.00078835
748275,2022-08-06 18:39:18,6.26558668,11550390251.155228,1490876.3988546643,0.00079985
748283,2022-08-06 19:45:12,6.35814268,11373076366.265709,1486589.8236702809,0.00082199
748293,2022-08-06 21:20:58,6.35481671,11311561133.512722,179993.84418329629,0.00010002
748336,2022-08-07 03:23:33,6.26521680,11698150025.917246,1486186.1570923682,0.00078736
748356,2022-08-07 05:49:12,6.27152847,11748340716.018682,1481120.524397131,0.00078205
748358,2022-08-07 06:21:43,6.28726364,11712631629.012274,1490890.9380247053,0.00079156
748369,2022-08-07 07:30:02,6.26924048,11709211297.857738,1490340.4815210935,0.00078933
748399,2022-08-07 12:32:59,6.35518604,11781828694.937191,1488853.7989561677,0.00079431
748415,2022-08-07 15:44:36,6.36116601,11654175051.16398,1494550.414351227,0.00080691
748433,2022-08-07 19:54:56,6.26679772,11147553082.287388,1490848.370144541,0.00082900
748453,2022-08-07 22:06:33,6.37901016,10954549897.956392,1492423.2528819973,0.00085963
748479,2022-08-08 02:16:55,6.26002723,11272998553.733557,1495079.7462321518,0.00082110
748498,2022-08-08 04:12:13,6.30170473,11401995121.606129,1493058.2985120614,0.00081624
748512,2022-08-08 06:43:17,6.30005210,11467584068.926756,1462721.6259391522,0.00079498
748533,2022-08-08 10:30:40,6.37877684,11631016816.673977,1501213.8748368947,0.00081421
748538,2022-08-08 11:04:06,6.33855615,11632329660.08946,1498962.2435003433,0.00080780
748566,2022-08-08 14:49:12,6.27323883,11435348170.574081,1489442.306129584,0.00080810
748586,2022-08-08 17:34:25,6.40447140,11407783406.210388,1485796.6213699377,0.00082493
748592,2022-08-08 18:21:34,6.35440172,9071881901.181583,1486964.3355507012,0.00103019
748649,2022-08-09 06:01:33,6.29070191,11736287097.133993,1497193.6347807753,0.00079370
748655,2022-08-09 07:02:16,6.27883912,11765737068.246065,1499883.7116582766,0.00079158
748671,2022-08-09 10:01:36,6.30859072,11644110228.009703,1507951.1230650798,0.00080793
748681,2022-08-09 10:42:56,6.26706660,11616565202.290968,1477385.3445095213,0.00078830
748719,2022-08-09 17:25:01,6.45849033,8478439603.59858,1496370.6318897728,0.00112739
748735,2022-08-09 20:38:05,6.57505164,8289610292.00546,1501408.1984084286,0.00117771
748737,2022-08-09 20:59:34,6.51944115,8326692684.988743,1491548.4888553657,0.00115498
748746,2022-08-09 22:48:56,6.42391124,8364876484.368195,1479202.3061288486,0.00112354
748747,2022-08-09 22:49:43,6.35362007,8350521834.410388,1479101.9000569265,0.00111309
748770,2022-08-10 02:09:02,6.32512365,11586820904.487606,1490436.8072729302,0.00080457
748792,2022-08-10 05:39:35,6.33251806,11721707733.762835,1492617.0285330296,0.00079764
748821,2022-08-10 09:50:48,6.38885414,11810711666.73278,1480081.8551863427,0.00079195
748992,2022-08-11 14:49:58,6.45389409,11515486677.961773,1492058.4337295275,0.00082714
749002,2022-08-11 16:12:20,6.44129923,11783731186.999914,1494424.5155214858,0.00080792
749008,2022-08-11 16:56:58,6.45894622,11676438314.084,1483981.5935894179,0.00081203
749009,2022-08-11 16:57:30,6.26889985,11665434568.807995,1481326.1968333183,0.00078749
749019,2022-08-11 19:47:57,6.58282337,8524206488.347361,1486311.2692384839,0.00113538
749051,2022-08-12 00:58:25,6.34725050,8561204835.383103,1489950.7818640633,0.00109261
749059,2022-08-12 01:51:35,6.35232397,10962114625.622967,1487791.1889102396,0.00085274
749130,2022-08-12 13:43:18,6.52458780,11818085964.754538,1498284.1295399212,0.00081804
749143,2022-08-12 15:07:29,6.32557014,11847452856.52317,1500368.575163415,0.00079230
749184,2022-08-12 22:34:14,6.42377344,8682001003.04454,1500843.76999604,0.00109817
749195,2022-08-12 23:54:20,6.25046384,9146128556.565344,1502053.3252366828,0.00101513
749213,2022-08-13 02:52:45,6.35182550,11946632235.287565,1492515.7832230036,0.00078488
749247,2022-08-13 08:14:00,6.28485385,11939188356.3993,1477064.1726554474,0.00076925
749267,2022-08-13 11:29:46,6.27749077,11859307885.387997,1504914.7852283688,0.00078791
749268,2022-08-13 11:43:55,6.33879482,11883199409.1714,1500862.5387834632,0.00079191
749273,2022-08-13 12:22:29,6.34021639,11657570920.74458,1489521.3836918797,0.00080126
749291,2022-08-13 15:48:02,6.39233582,11817411170.03413,1492953.8037262803,0.00079889
749304,2022-08-13 17:46:40,6.31157118,8883450647.680603,1490828.4508167312,0.00104752
749377,2022-08-14 09:53:48,6.37633654,11927836068.39491,1506945.891870494,0.00079668
749399,2022-08-14 12:47:09,6.26283080,11991488953.189436,1488815.401299814,0.00076915
749404,2022-08-14 13:15:43,6.26379279,11922222110.47407,1485638.1620373242,0.00077202
749422,2022-08-14 16:22:22,6.30124061,11797363507.2706,1485391.0218091537,0.00078477
749445,2022-08-14 20:20:30,6.39982253,11738228945.269281,1506361.6304169996,0.00081223
749454,2022-08-14 21:51:15,6.29210706,11686022927.938225,1494818.1384862284,0.00079601
749462,2022-08-14 22:50:23,6.26567570,11641156036.260426,1496439.8890074878,0.00079667
749479,2022-08-15 02:46:53,6.39748787,10023543208.465664,1501902.9732126412,0.00094799
749483,2022-08-15 03:39:40,6.29633027,9380203490.631292,1481809.214387803,0.00098387
749485,2022-08-15 03:47:47,6.26833146,10101895835.20181,1483843.3666933882,0.00091080
749498,2022-08-15 05:39:32,6.27473622,11828824652.5874,1507729.7606823174,0.00079087
749505,2022-08-15 07:05:51,6.36399121,11900876784.033413,1500481.4768141657,0.00079354
749518,2022-08-15 08:45:17,6.32174071,11880346296.428114,1493140.992718937,0.00078590
749565,2022-08-15 14:48:34,6.27956928,11990386533.610022,1484137.8240800293,0.00076873
749576,2022-08-15 16:24:49,6.35008049,11689725779.360407,1494741.6620512875,0.00080303
749608,2022-08-15 22:25:49,6.36395874,11195453846.746689,1480099.1942317965,0.00083211
749626,2022-08-16 02:12:31,6.29293090,11628004739.392994,1486143.4978847448,0.00079538
749635,2022-08-16 03:44:34,6.27211027,11894827025.403122,1478909.8300228075,0.00077143
749720,2022-08-16 16:16:40,6.40851544,11886348177.776552,1487760.8186342688,0.00079334
749735,2022-08-16 18:39:20,6.32545321,11828103712.869034,1478730.312823023,0.00078218
749736,2022-08-16 18:39:25,6.26083301,11814270934.90175,1478402.4869120065,0.00077492
749756,2022-08-16 23:11:29,6.36713728,8433028896.3812275,1470246.211263623,0.00109794
749763,2022-08-17 00:30:49,6.36199283,8557249441.779537,1488764.600704917,0.00109472
749790,2022-08-17 04:37:29,6.52001710,11794986584.29245,1481337.4581469065,0.00080993
749796,2022-08-17 05:16:33,6.31883088,11905494489.987429,1490853.3696246296,0.00078253
749828,2022-08-17 10:16:09,6.27687464,11999816228.860426,1494804.1667267866,0.00077320
749847,2022-08-17 14:36:24,6.42769488,11492651288.129955,1486678.0960504776,0.00082210
749870,2022-08-17 19:53:03,6.40395534,8535498520.792674,1500912.163249561,0.00111364
749880,2022-08-17 22:05:22,6.36854283,8416724132.663221,1481747.1113466595,0.00110885
749887,2022-08-17 23:36:48,6.40195606,8493313782.095331,1479901.792255945,0.00110333
749900,2022-08-18 02:38:50,6.47726959,11419812983.643425,1480339.4457122097,0.00083049
749904,2022-08-18 03:20:14,6.29369839,11577172820.708757,1480699.1987080756,0.00079610
749926,2022-08-18 06:48:22,6.28530709,11341468251.743681,1324888.3925106325,0.00072598
749957,2022-08-18 11:51:24,6.43083747,11827754287.97978,1482898.801491019,0.00079743
749966,2022-08-18 12:36:09,6.36561068,11792188712.74776,1483001.6737262649,0.00079174
749987,2022-08-18 16:01:50,6.33005329,11822568751.523758,1487961.561519297,0.00078795
750025,2022-08-18 22:13:01,6.39266413,11635074621.750256,1472494.9852782257,0.00080026
750029,2022-08-18 22:43:52,6.31155449,11626632855.145872,1481676.802697101,0.00079546
750048,2022-08-19 02:07:40,6.25770379,11798397704.08444,1474948.4576903796,0.00077372
750059,2022-08-19 03:52:37,6.28136214,11863755855.273663,1479080.3861921476,0.00077448
750063,2022-08-19 04:07:15,6.32399892,11864765453.107384,1473862.8114598803,0.00077696
750068,2022-08-19 04:30:22,6.25345727,11876518614.935188,1479537.9315605313,0.00077048
750078,2022-08-19 05:51:35,6.34307534,11881538655.869331,1474743.07462646,0.00077872
750097,2022-08-19 08:19:14,6.31480476,11864564122.87914,1164803.1084161564,0.00061079
750111,2022-08-19 10:01:56,6.32154276,11876111945.548267,1484950.0513142808,0.00077463
750116,2022-08-19 11:06:23,6.34235676,11898924627.176651,1496632.1975386932,0.00078544
750141,2022-08-19 15:02:09,6.29897186,11791635510.708797,1482537.7832696752,0.00078326
750173,2022-08-19 18:20:28,6.25981591,12033100727.611969,1481960.0950916463,0.00076243
750216,2022-08-20 00:38:17,6.27869384,11082184015.943394,1481961.2889425852,0.00083048
750263,2022-08-20 07:16:26,6.27667189,11755556882.948977,1478089.7340738073,0.00078061
750271,2022-08-20 08:15:56,6.34742237,11673275042.836393,1495415.9178265147,0.00080429
750273,2022-08-20 08:41:22,6.28415746,11728274166.141378,1485390.1457987195,0.00078723
750301,2022-08-20 13:13:31,6.27274422,11724897674.070208,1492357.3913292822,0.00078970
750307,2022-08-20 14:06:59,6.36008847,11759795931.098616,1487358.0818990017,0.00079575
750345,2022-08-20 20:04:04,6.33991478,11582591517.331305,1482916.1610819958,0.00080281
750373,2022-08-21 01:10:44,6.26061685,11508315971.98668,1475023.5085394338,0.00079366
750435,2022-08-21 11:46:22,6.27525750,11677618803.869791,1477744.3984740693,0.00078541
750464,2022-08-21 17:41:32,6.30614495,11706789155.633509,1485315.1663857296,0.00079142
750465,2022-08-21 17:42:04,6.26377608,11686737791.671577,1486786.4497488071,0.00078826
750484,2022-08-21 21:07:26,6.38485793,11317638342.154745,1492314.5880541233,0.00083245
750506,2022-08-21 23:44:18,6.27996960,11279927081.680264,1484227.6911879212,0.00081725
750511,2022-08-22 00:31:12,6.29621320,11268851160.272736,1483748.884379337,0.00081994
750532,2022-08-22 04:32:19,6.30365125,9534803650.577192,1484120.3474748044,0.00097060
750601,2022-08-22 15:14:42,6.32184876,10595768591.465862,1457899.1605477221,0.00086040
750604,2022-08-22 15:28:11,6.29145904,10573080666.29655,1459003.142628609,0.00085870
750617,2022-08-22 17:41:13,6.33276616,10799777650.959118,1459176.735675982,0.00084636
750665,2022-08-23 02:02:50,6.34266286,11310030944.212337,1468619.7824612535,0.00081479
750669,2022-08-23 02:24:26,6.25347201,11632544102.052452,1451488.933283085,0.00077190
750678,2022-08-23 03:35:31,6.27426424,12243193797.514608,1443550.0482282967,0.00073181
750682,2022-08-23 04:19:49,6.30948711,12170616506.918766,1465868.0022811794,0.00075161
750702,2022-08-23 06:44:50,6.42905596,12269771879.007248,1469256.7041812586,0.00076154
750718,2022-08-23 09:13:44,6.38384208,12285369359.328062,1473644.654389956,0.00075740
750728,2022-08-23 10:52:11,6.26926030,12280733515.737635,1478032.9522075478,0.00074618
750733,2022-08-23 11:30:17,6.29046829,12213715646.35556,1470804.8126485953,0.00074921
750736,2022-08-23 11:54:27,6.31173442,12207129810.268631,1476485.9322361164,0.00075506
750757,2022-08-23 15:14:18,6.34569606,12192356053.70143,1466545.9240986607,0.00075501
750765,2022-08-23 16:58:41,6.34580638,12165866030.151999,1455709.2829295865,0.00075108
750781,2022-08-23 18:43:58,6.29603362,11891670634.838615,1461161.6469641104,0.00076507
750790,2022-08-23 20:04:48,6.34570781,11580502036.427866,1472383.4832323338,0.00079791
750852,2022-08-24 04:05:59,6.31730803,11904545352.519674,1455059.0345932776,0.00076381
750863,2022-08-24 05:56:34,6.27940831,11964999482.10944,1462604.0658875133,0.00075924
750868,2022-08-24 06:53:52,6.27522972,11934350950.224714,1431799.9301317022,0.00074386
750888,2022-08-24 10:23:30,6.35006694,11935526877.88967,1463281.251758282,0.00077023
750892,2022-08-24 10:51:25,6.27443861,11919653897.216017,1451809.4162994982,0.00075607
750942,2022-08-24 17:41:33,6.25418004,11771548307.377464,1468172.4450557576,0.00077151
750980,2022-08-25 02:33:02,6.27632480,11828360662.66722,1461450.2106114451,0.00076711
751006,2022-08-25 06:06:04,6.33828347,12067301546.305695,1476364.9777234246,0.00076700
751020,2022-08-25 07:49:57,6.31043759,11990996518.010162,1459579.610386698,0.00075975
751024,2022-08-25 08:08:43,6.33711914,11989255195.99184,1468315.9463312451,0.00076767
751027,2022-08-25 09:02:26,6.33139270,12152649900.528734,1466394.1337680735,0.00075571
751032,2022-08-25 09:26:08,6.26863903,12190626307.181082,1459124.9293216236,0.00074224
751034,2022-08-25 09:30:56,6.25637594,12140340462.33998,1459934.5725092005,0.00074421
751037,2022-08-25 10:02:50,6.37100942,12100327060.176332,1463366.1967666554,0.00076219
751068,2022-08-25 14:20:55,6.40340260,11982728735.596296,1466064.374845103,0.00077506
751071,2022-08-25 14:40:12,6.29121511,12059925604.422037,1477903.9725433055,0.00076268
751077,2022-08-25 15:15:40,6.26145571,12049694664.195414,1480142.492893373,0.00076073
