height,found_at,value,pool_scoring_hashrate_ghps,user_scoring_hashrate_ghps,user_reward
738880,2022-06-01 16:17:44,6.40651037,13310687047.152927,1821624.1214732397,0.00086409
738900,2022-06-01 18:34:03,6.46065230,13285807081.115404,1818546.652938651,0.00087159
738921,2022-06-01 23:11:42,6.39807207,13328639741.412577,1827886.3324846067,0.00086477
738931,2022-06-02 01:26:25,6.47942385,13602929389.573515,1820984.7265491043,0.00085496
738939,2022-06-02 03:22:23,6.29113641,13619875552.000109,1806373.7079738032,0.00082244
738941,2022-06-02 03:38:07,6.53744877,13629053300.667425,1811992.262565679,0.00085675
738957,2022-06-02 06:15:31,6.27402251,13607141902.538206,1818916.1572617136,0.00082660
738994,2022-06-02 13:07:11,6.65236095,13545814429.796282,1820875.3820250335,0.00088137
739027,2022-06-02 20:09:52,6.39018352,13408364479.963097,1819878.3821680609,0.00085496
739029,2022-06-02 20:54:17,6.46475634,13481729918.88903,1822705.7426601916,0.00086151
739033,2022-06-02 21:30:01,6.42225402,13444208687.398048,1815415.4304054265,0.00085469
739034,2022-06-02 21:32:27,6.37861319,13436240348.24487,1816384.5165339413,0.00084983
739054,2022-06-03 00:41:36,6.32909876,10710106349.874533,1820878.3391011555,0.00106063
739070,2022-06-03 03:51:43,6.32871383,10676768216.980772,1800330.5775925538,0.00105191
739073,2022-06-03 04:45:26,6.29724706,10649883903.20608,1810410.4684853496,0.00105517
739115,2022-06-03 11:25:32,6.57391487,10654554746.579626,1821757.9798881568,0.00110793
739130,2022-06-03 12:54:58,6.26378998,10618406547.451971,1795366.821613191,0.00104395
739186,2022-06-03 22:46:39,6.36477934,10503093357.253448,1824258.7961374528,0.00108961
739187,2022-06-03 23:05:59,6.44430540,10582677397.16576,1812521.6606972753,0.00108791
739228,2022-06-04 07:50:29,6.41931339,13547736411.952559,1812000.4114373575,0.00084628
739251,2022-06-04 10:35:56,6.30884447,13608509487.926899,1797190.5545026562,0.00082128
739269,2022-06-04 13:53:11,6.28203982,13646356952.177797,1817163.1290150525,0.00082450
739286,2022-06-04 16:19:06,6.45740207,13605425163.465982,1803439.0351843366,0.00084366
739298,2022-06-04 18:41:59,6.28682827,13587627654.111647,1804276.5775410128,0.00082285
739299,2022-06-04 18:52:18,6.34267554,13579080412.088161,1802479.7072095927,0.00082982
739312,2022-06-04 20:58:35,6.29553841,13419527126.00562,1821983.8058087393,0.00084252
739315,2022-06-04 21:05:08,6.26822339,13394804486.217182,1815645.8011882792,0.00083750
739325,2022-06-04 22:04:30,6.25575702,13334748460.426636,1817865.4586972287,0.00084057
739354,2022-06-05 02:54:24,6.34536375,13443603689.56416,1789062.5009259307,0.00083238
739373,2022-06-05 07:30:58,6.39157834,13495146548.260149,1812529.5532698138,0.00084609
739382,2022-06-05 08:25:30,6.26454362,13458986659.334585,1807145.1561877646,0.00082904
739385,2022-06-05 09:17:04,6.27949872,13488388464.79304,1813565.1785476976,0.00083221
739456,2022-06-05 19:49:11,6.29735285,13309584676.191883,1810327.1278612816,0.00084436
739471,2022-06-05 22:10:43,6.29025842,13111333246.0941,1805879.013675551,0.00085400
739512,2022-06-06 06:03:09,6.38940934,13225052419.70953,1823987.1645816662,0.00086866
739535,2022-06-06 10:23:06,6.39379115,13205225156.94814,1798077.0398880104,0.00085324
739550,2022-06-06 11:52:21,6.39039090,13216744148.755981,1816682.4089088873,0.00086457
739553,2022-06-06 12:23:40,6.41202826,13095599736.42043,1808128.4539096523,0.00087239
739563,2022-06-06 13:45:48,6.27637361,12712108487.036692,1819030.9370016046,0.00088524
739577,2022-06-06 16:06:56,6.27388416,12926642327.557695,1798770.6696782026,0.00086055
739623,2022-06-06 23:34:58,6.25954745,10049103560.866209,1796964.085683447,0.00110323
739626,2022-06-06 23:41:54,6.26748851,10198720540.895205,1798824.315857076,0.00108956
739632,2022-06-07 00:24:51,6.27140865,11438087007.147577,1812774.6631188714,0.00097973
739647,2022-06-07 02:48:00,6.32975168,13054501071.209805,1820503.3955416512,0.00087009
739662,2022-06-07 04:38:17,6.26051053,13132154395.255991,1810625.547494511,0.00085074
739668,2022-06-07 05:24:40,6.25393821,13157185779.36687,1814656.1298379276,0.00085004
739678,2022-06-07 06:58:37,6.30964947,13168156095.976553,1816800.9158246242,0.00085807
739691,2022-06-07 09:13:41,6.26409556,13104242189.210453,1805398.627912343,0.00085062
739730,2022-06-07 14:42:04,6.32239858,12815130719.10579,1811143.9503790392,0.00088020
739750,2022-06-07 17:02:53,6.27670755,12926781965.107794,1825458.7374531578,0.00087363
739799,2022-06-08 01:13:07,6.34291340,11220113680.232325,1830208.9190561515,0.00101979
739801,2022-06-08 01:37:28,6.32532587,11295522431.447933,1818765.7052930791,0.00100393
739826,2022-06-08 05:38:06,6.31529310,13157461621.359972,1807821.2254296893,0.00085528
739831,2022-06-08 06:08:30,6.35083476,13132948555.782473,1805873.20478141,0.00086075
739835,2022-06-08 06:35:49,6.26931318,13104316929.526611,1813161.9633981083,0.00085499
739842,2022-06-08 07:15:09,6.25705254,13082319542.488867,1819036.263096918,0.00085756
739886,2022-06-08 12:39:03,6.37728740,13151882418.502243,1811660.1142224341,0.00086588
739901,2022-06-08 15:22:12,6.29470703,13185909208.730822,1803797.8346139286,0.00084871
739914,2022-06-08 16:31:31,6.31758945,13098090157.336515,1808818.0826459653,0.00085992
739928,2022-06-08 17:27:54,6.28586072,12961087381.133694,1804470.4541128504,0.00086259
739938,2022-06-08 19:19:32,6.35208959,12792189961.701717,1656438.3089265497,0.00081070
739950,2022-06-08 21:02:19,6.35044713,12485023206.601095,9710.971683901518,0.00000487
739959,2022-06-08 22:21:06,6.34618631,12600201727.068665,188.998438417697,0.00000010
740432,2022-06-12 03:32:23,6.30690679,12782011528.815674,1763684.9015394396,0.00085747
740437,2022-06-12 03:54:39,6.25832275,12852870674.322918,1758830.7946197987,0.00084400
740447,2022-06-12 05:40:51,6.25538252,12970699657.00711,1782012.3264269035,0.00084711
740470,2022-06-12 10:09:11,6.29217997,13036654706.722668,1782732.9941610347,0.00084807
740494,2022-06-12 14:29:42,6.46280871,13037985476.311354,1797002.226488858,0.00087810
740496,2022-06-12 14:32:49,6.28398938,13001197794.710964,1791803.518954039,0.00085374
740498,2022-06-12 15:03:34,6.35454751,12996376557.678562,1814633.1545223936,0.00087465
740501,2022-06-12 15:30:06,6.34078670,13010355939.167881,1819749.5650530038,0.00087420
740518,2022-06-12 19:35:09,6.39160994,12582589553.382011,1795118.9798037123,0.00089870
740578,2022-06-13 06:43:44,6.40491813,13008651013.950785,1801668.4618909543,0.00087440
740597,2022-06-13 11:28:37,6.47010059,13052094477.96366,1804266.2460126418,0.00088159
740603,2022-06-13 12:05:03,6.44870622,13015165669.76385,1789733.9743805462,0.00087408
740604,2022-06-13 12:06:28,6.42447650,13013445502.264257,1786401.4857261078,0.00086934
740605,2022-06-13 12:30:00,6.64153259,13036678409.268385,1781939.995465704,0.00089488
740614,2022-06-13 13:26:49,6.41389726,13022354359.483686,1803939.1830444338,0.00087576
740621,2022-06-13 15:02:25,6.73048498,13066274081.114298,1794769.1154445687,0.00091127
740627,2022-06-13 15:43:06,6.54286941,12999819627.99432,1799868.1485784969,0.00089295
740633,2022-06-13 17:07:08,6.58001807,12792303103.969776,1806814.0334171776,0.00091611
740640,2022-06-13 18:23:46,6.73006996,12460954560.15309,1803495.9149246442,0.00096005
740642,2022-06-13 18:30:47,6.48713067,12420887016.542173,1798041.572797998,0.00092560
740653,2022-06-13 20:24:06,6.53417973,10749345410.74172,1787005.275443792,0.00107085
740663,2022-06-13 21:32:40,6.49492250,9988210796.475033,1803566.730460943,0.00115609
740664,2022-06-13 21:42:38,6.46878285,9982403612.847,1807913.272781761,0.00115492
740698,2022-06-14 03:34:50,6.33614838,12890700113.603966,1783583.8213148003,0.00086422
740709,2022-06-14 05:02:29,6.28592266,13086981487.702053,1788111.7171754534,0.00084635
740711,2022-06-14 05:05:37,6.28272034,13080647379.443308,1790129.6574982456,0.00084726
740719,2022-06-14 06:01:19,6.31083360,13066237092.565361,1800777.1988009596,0.00085724
740735,2022-06-14 07:47:25,6.40634860,12794705071.823606,1808706.4687912469,0.00089268
740771,2022-06-14 15:11:05,6.53388351,12592947594.9306,1790143.6413580985,0.00091559
740784,2022-06-14 16:17:37,6.33312789,12526833139.343906,1787365.1640602497,0.00089072
740791,2022-06-14 17:35:14,6.44032902,12310901499.830082,1810735.9985659353,0.00093368
740797,2022-06-14 18:31:19,6.51255862,12173638912.07308,1796645.7553064935,0.00094742
740805,2022-06-14 21:19:57,6.57199127,11619842865.157068,1796423.661571382,0.00100159
740816,2022-06-14 23:31:47,6.40900991,11723990574.248356,1801041.937732323,0.00097058
740825,2022-06-15 00:25:35,6.44139555,12166824882.667622,1780253.7065888692,0.00092902
740828,2022-06-15 01:14:21,6.56714174,12332758431.146078,1802439.2413702707,0.00094603
740835,2022-06-15 02:01:15,6.47833320,12391192260.878853,1800263.1231795212,0.00092781
740859,2022-06-15 06:16:55,6.50460526,12566386133.207758,1805061.3559310879,0.00092098
740862,2022-06-15 06:28:58,6.27456104,12533533520.705187,1792789.6941045662,0.00088470
740870,2022-06-15 07:15:12,6.33552193,12503688807.44602,1705394.936528528,0.00085034
740875,2022-06-15 08:28:37,6.46467009,12494803354.438026,1773863.0777977242,0.00090405
740880,2022-06-15 09:29:11,6.55235586,12491752686.07814,1800380.387428118,0.00093046
740906,2022-06-15 12:21:40,6.50445405,12520710893.312544,1796069.7176657529,0.00091965
740913,2022-06-15 13:39:21,6.36137920,12459004962.116182,1796932.5180613138,0.00090434
740924,2022-06-15 15:33:07,6.47548653,13176425836.847889,1795256.4166119446,0.00086970
740991,2022-06-16 00:30:54,6.34070415,12669967241.900871,1787803.2903074368,0.00088199
740993,2022-06-16 00:49:27,6.40119933,12746909805.321007,1791431.505024408,0.00088683
741003,2022-06-16 02:54:25,6.47687080,13099227369.72619,1792671.1767562514,0.00087383
741012,2022-06-16 05:25:13,6.31326160,13368461176.489079,1787907.9338605239,0.00083224
741035,2022-06-16 12:36:12,6.55312003,13102076028.009535,1777384.4858156836,0.00087636
741047,2022-06-16 15:09:11,6.55946971,13172403484.203503,1782821.1865764356,0.00087515
741067,2022-06-16 17:41:00,6.36673959,12887276109.285667,1788308.3955842021,0.00087087
741068,2022-06-16 17:47:17,6.41508842,12847485646.387802,1789160.8973967847,0.00088067
741096,2022-06-16 22:08:34,6.52317549,9615743953.634178,1801500.7384123008,0.00120482
741114,2022-06-17 01:33:39,6.35411461,11952920182.470154,1788404.2408767485,0.00093718
741119,2022-06-17 02:49:06,6.41669615,12424058434.844995,1807176.5356858866,0.00091992
741142,2022-06-17 09:32:34,6.59666904,12940125653.001635,1808352.2493506346,0.00090867
741152,2022-06-17 11:49:50,6.43507520,13022630929.449375,1807271.8730907375,0.00088023
741160,2022-06-17 12:51:15,6.26934895,12961347448.340712,1786408.867905567,0.00085168
741162,2022-06-17 13:15:32,6.54303298,12967323008.240606,1794670.5446871954,0.00089261
741180,2022-06-17 16:47:24,6.49999581,12726471945.334606,1790341.6142145507,0.00090144
741182,2022-06-17 16:56:46,6.33345565,12502123646.81027,1788756.2810683777,0.00089329
741183,2022-06-17 17:00:39,6.32160403,12474638800.057066,1787341.8681493164,0.00089293
741214,2022-06-18 00:13:22,6.57938495,12172015453.09355,1803487.5175148775,0.00096092
741222,2022-06-18 01:30:27,6.43808754,12196441299.334929,1796701.476424053,0.00093486
741260,2022-06-18 08:05:01,6.46261014,12967320729.749287,1810065.1868738027,0.00088919
741261,2022-06-18 08:07:18,6.33058746,12962586231.134005,1814948.8919468198,0.00087376
741262,2022-06-18 08:29:00,6.53483508,13016306590.046362,1809960.1545038589,0.00089577
741304,2022-06-18 15:13:53,6.32989778,12978730742.788898,1789206.1635710618,0.00086009
741317,2022-06-18 16:55:38,6.38162782,12850494879.530687,1795956.7477049287,0.00087912
741326,2022-06-18 18:26:37,6.59737225,12688881164.09666,1803801.0590177062,0.00092440
741348,2022-06-18 20:43:52,6.60504907,12311312099.651209,1801407.176460544,0.00095279
741350,2022-06-18 20:51:48,6.34134851,12272341896.20576,1799421.4070114766,0.00091659
741378,2022-06-19 01:34:34,6.32014732,12371740246.938263,1793113.6673601484,0.00090293
741386,2022-06-19 03:21:34,6.25055017,12598539973.974348,1799588.3324133484,0.00088007
741387,2022-06-19 03:57:03,6.45975065,12696307650.586313,1818480.0122996143,0.00091191
741389,2022-06-19 04:04:17,6.25808284,12691595045.14584,1816243.0999323896,0.00088275
741394,2022-06-19 04:49:38,6.30253964,12832635635.23103,1798296.6572075519,0.00087051
741408,2022-06-19 06:34:04,6.33381244,12874938544.487709,1799025.1439036664,0.00087240
741452,2022-06-19 14:06:51,6.41831126,11191055057.274628,1807513.261254974,0.00102180
741477,2022-06-19 19:37:35,6.39102002,12703237307.432707,1814792.9676646383,0.00089996
741487,2022-06-19 21:19:42,6.38373204,12370615966.477043,1211120.5916445225,0.00061608
741510,2022-06-20 00:58:03,6.28438865,12393617986.799088,21.948964654036672,0.00000001
741531,2022-06-20 05:46:45,6.30868669,12670136139.876268,1793086.38722153,0.00088003
741541,2022-06-20 06:56:46,6.31594538,12737980954.820063,1794616.254668555,0.00087712
741554,2022-06-20 09:05:21,6.31796962,12692137045.30647,1797758.9959787745,0.00088210
741574,2022-06-20 11:33:41,6.31917386,12661657932.309298,1794534.0494832813,0.00088274
741614,2022-06-20 19:44:04,6.49242362,12056016243.357927,1809815.8313820532,0.00096073
741693,2022-06-21 08:32:52,6.33707072,12367370340.064352,1793835.8966294567,0.00090596
741703,2022-06-21 10:27:50,6.40770000,12233217984.258476,1798301.0623223,0.00092851
741723,2022-06-21 12:41:03,6.33517210,12349379806.172503,1783681.081054568,0.00090204
741732,2022-06-21 14:11:00,6.44024293,12396621302.909775,1785390.120234717,0.00091444
741733,2022-06-21 14:14:05,6.39768377,12406066199.898853,1785698.8414581432,0.00090786
741743,2022-06-21 16:40:55,6.58952723,12464161915.729662,1796285.6587941274,0.00093616
741755,2022-06-21 18:46:04,6.37398294,11599143927.908234,1792159.6501313043,0.00097084
741878,2022-06-22 17:00:39,6.37997224,12286248989.106056,11795.120036309505,0.00000605
742052,2022-06-23 22:07:52,6.43728641,9448294735.075874,225908.58765059107,0.00015217
742083,2022-06-24 03:23:12,6.28351002,12169509691.05445,1727219.7364381691,0.00087949
742085,2022-06-24 03:50:06,6.40079949,12372028024.128416,1737243.4846678348,0.00088632
742087,2022-06-24 04:08:22,6.40808417,12363837952.33542,1732728.3903662344,0.00088557
742091,2022-06-24 05:02:04,6.31334732,12414713895.868122,1722364.9036829767,0.00086379
742108,2022-06-24 07:51:53,6.47066082,12583816702.60062,1650448.2454250182,0.00083511
742113,2022-06-24 08:28:08,6.28824145,12598535497.149147,1712890.555471281,0.00084243
742136,2022-06-24 13:41:56,6.33676079,12674249430.951878,1740760.3510043721,0.00085815
742145,2022-06-24 15:39:55,6.48606207,12840406733.352198,1740077.8695572808,0.00086667
742163,2022-06-24 18:37:16,6.46331608,12434259855.251942,1732717.6800338253,0.00088801
742192,2022-06-24 23:42:48,6.50470985,10899094043.85148,1419959.863223399,0.00083419
742231,2022-06-25 05:15:13,6.32261413,12691627395.802752,1460811.295871529,0.00071656
742271,2022-06-25 11:31:11,6.26962650,12895679385.495974,1469569.6083559894,0.00070359
742295,2022-06-25 14:31:33,6.30459876,12818417179.599651,1474511.4308998378,0.00071414
742323,2022-06-25 19:28:59,6.41732235,12102790501.608591,1393160.416183971,0.00072763
742326,2022-06-25 19:49:22,6.35819669,12026473610.258997,1498047.7741200302,0.00077979
742339,2022-06-25 23:25:20,6.42723754,11895725673.759958,1319348.4970375292,0.00070341
742352,2022-06-26 00:44:22,6.31781564,12041353456.287706,1013402.9725741773,0.00052128
742357,2022-06-26 02:29:18,6.49122174,12410754552.495699,1027525.6276398643,0.00052669
742364,2022-06-26 03:21:55,6.33886549,12479446887.364923,1129118.9826113093,0.00056206
742418,2022-06-26 12:48:25,6.40939645,12902879732.047625,1134231.0499153512,0.00055215
742426,2022-06-26 13:28:11,6.26909902,12802340211.76073,1156391.903548644,0.00055494
742467,2022-06-26 20:55:45,6.29315998,11805670519.837395,313164.44839342445,0.00016360
742490,2022-06-27 00:55:49,6.27139155,11943509273.215569,309109.43924186606,0.00015906
742507,2022-06-27 04:17:33,6.30273175,12265457016.164703,310456.3306524702,0.00015634
742529,2022-06-27 08:43:57,6.42932150,12320861982.356003,314087.5827306726,0.00016062
742535,2022-06-27 09:56:33,6.35875115,12296736883.8395,313980.8532209806,0.00015911
742558,2022-06-27 13:39:20,6.30980723,12443760601.669458,310565.0938410179,0.00015433
742578,2022-06-27 17:09:21,6.41869038,12901121404.08481,311481.19717907114,0.00015187
742601,2022-06-27 22:12:17,6.38438846,12324502203.787197,310459.0970242011,0.00015761
742606,2022-06-27 22:48:47,6.29847775,12566372061.189419,303608.30551483046,0.00014913
742614,2022-06-27 23:23:57,6.26311286,12581445233.971043,307577.38619187265,0.00015005
742642,2022-06-28 02:48:01,6.28643164,13521028920.209042,308084.02371045033,0.00014038
742648,2022-06-28 03:07:37,6.30505790,13533043637.248043,314271.4749387367,0.00014349
742667,2022-06-28 05:40:07,6.28150072,13411363105.592352,308607.7361115171,0.00014165
742681,2022-06-28 08:45:46,6.41208774,13663194151.396759,319288.6506703206,0.00014684
742686,2022-06-28 09:26:10,6.26987502,13644326082.097996,311719.78450132994,0.00014038
742695,2022-06-28 11:19:52,6.33930286,13623315760.533644,309725.272535144,0.00014124
742725,2022-06-28 15:48:39,6.31909237,13669723006.668413,307984.3370643901,0.00013952
742745,2022-06-28 19:18:55,6.37915259,13238230815.377571,313500.8361532384,0.00014805
742772,2022-06-29 01:24:09,6.29799448,13034130528.525873,102435.31090463966,0.00004908
742797,2022-06-29 04:21:31,6.31531047,13520745117.866705,144984.32423239882,0.00006718
742849,2022-06-29 12:25:22,6.40028530,13575952265.332655,142459.3719128681,0.00006663
742874,2022-06-29 16:05:09,6.36917873,13589336692.215155,141858.575635912,0.00006597
742940,2022-06-30 03:35:32,6.34610496,12959731975.696125,1160397.4175407772,0.00056075
742949,2022-06-30 05:25:10,6.38557517,13233639602.08562,1174141.7726562982,0.00055911
742968,2022-06-30 07:59:51,6.39997610,13458936500.432283,1176774.9035439428,0.00055219
742981,2022-06-30 09:39:18,6.39163226,13428121788.274212,1180353.1910276136,0.00055447
743003,2022-06-30 12:36:21,6.44891005,13369057867.487766,1169413.5237300587,0.00055667
743082,2022-06-30 23:31:43,6.35261654,12643088328.038862,1720195.109267646,0.00085607
743084,2022-06-30 23:41:27,6.29334091,12647786626.884449,1715477.525155644,0.00084554
743111,2022-07-01 03:58:28,6.28199967,13146284834.622618,1734049.9464679041,0.00082072
743120,2022-07-01 05:10:22,6.31773615,13208987342.781237,1726761.2755855222,0.00081813
743121,2022-07-01 05:28:29,6.35259144,13258915436.664125,1738917.7125535465,0.00082519
743136,2022-07-01 07:39:32,6.28551318,13362442127.325603,1740316.412063747,0.00081082
743139,2022-07-01 08:01:23,6.33936401,13361293245.174776,1723135.0546704838,0.00080981
743144,2022-07-01 09:28:09,6.40467532,13390121908.376026,1725438.497393599,0.00081737
743160,2022-07-01 12:47:18,6.72613926,13416557652.6816,1735986.5079109136,0.00086197
743162,2022-07-01 12:52:48,6.40769900,13401409977.380032,1737864.8095387842,0.00082295
743206,2022-07-01 20:55:32,6.44985139,12765989928.552063,1725817.1566617966,0.00086367
743230,2022-07-02 01:27:54,6.50847070,12721551105.26233,1722561.419272136,0.00087290
743232,2022-07-02 01:54:54,6.36577006,12413828891.362343,1732744.5622663694,0.00088006
743290,2022-07-02 12:10:20,6.33321696,12639847107.340994,1716891.5406281482,0.00085208
743292,2022-07-02 12:23:33,6.26229442,12561413212.22404,1716777.5436713737,0.00084769
743304,2022-07-02 14:58:05,6.31943042,12461808202.732883,1724077.0101989277,0.00086587
743312,2022-07-02 16:44:50,6.39663961,12540448981.428402,1714768.0096835278,0.00086638
743327,2022-07-02 18:29:49,6.28647507,12206079521.940376,1738942.782296815,0.00088685
743373,2022-07-03 03:08:09,6.26289995,12253849164.339489,1714957.854159896,0.00086815
743375,2022-07-03 03:31:20,6.30091462,12269641191.714481,1730567.1940981816,0.00088020
743380,2022-07-03 04:16:58,6.31458466,12352609949.384375,1744555.6616516921,0.00088326
743419,2022-07-03 10:44:18,6.29085846,12376291939.698553,1737790.8844589896,0.00087480
743478,2022-07-03 19:23:44,6.43941986,11928887951.630007,1731294.6869598874,0.00092568
743489,2022-07-03 21:12:47,6.43481410,11660541903.735971,1735164.3639956368,0.00094842
743498,2022-07-03 21:42:51,6.27863383,11558165835.477917,1707550.99684467,0.00091872
743516,2022-07-04 00:04:09,6.29784726,11575694485.024063,1712155.0218163924,0.00092277
743548,2022-07-04 04:23:25,6.26566655,12246960574.132984,1735565.44665484,0.00087942
743562,2022-07-04 07:45:17,6.31197923,12105806656.822624,1736768.3813993514,0.00089690
743581,2022-07-04 11:23:59,6.31223564,12292192841.845545,1745027.3234463995,0.00088726
743592,2022-07-04 12:35:29,6.25733519,12360873455.132593,1715255.6912000473,0.00086002
743615,2022-07-04 15:23:55,6.35480622,12345071331.702658,1727222.7716713292,0.00088063
743616,2022-07-04 15:49:43,6.47011331,12339792413.679787,1736436.7540639676,0.00090176
743619,2022-07-04 16:47:39,6.50577439,12316205494.080183,1726642.5367316166,0.00090344
743620,2022-07-04 16:50:04,6.37672421,12313160831.227911,1721360.7999796395,0.00088306
743665,2022-07-05 02:09:00,6.29085724,11551092986.191488,1724059.2504278529,0.00092992
743673,2022-07-05 03:53:33,6.25106878,11867758070.175224,1734362.8819230194,0.00090471
743686,2022-07-05 05:28:50,6.31510224,12070196213.321363,1725435.576495397,0.00089418
743715,2022-07-05 11:53:58,6.42281997,12060337001.107994,1739295.1455215954,0.00091733
743721,2022-07-05 13:02:53,6.44983959,12026934458.333216,1719549.6642828863,0.00091344
743746,2022-07-05 18:16:34,6.57844176,12164760040.182695,1725553.5422205133,0.00092423
743751,2022-07-05 19:04:33,6.45878887,12073170123.705122,1739209.2625106792,0.00092145
743783,2022-07-06 01:11:45,6.30694004,11609543775.14841,1741968.3296462088,0.00093730
743785,2022-07-06 01:12:20,6.26977762,11579383647.902697,1738145.739909431,0.00093211
743802,2022-07-06 03:59:51,6.26529175,11961814141.209713,1739290.3436148688,0.00090218
743804,2022-07-06 04:07:52,6.26977026,11969970641.814463,1737725.8288007828,0.00090143
743854,2022-07-06 16:33:44,6.64394081,12302883729.731354,1714886.118318958,0.00091722
743867,2022-07-06 18:40:42,6.50888467,11824834982.790504,1731515.9566332703,0.00094392
743872,2022-07-06 19:03:54,6.25000000,11736781935.769773,1725248.4602828985,0.00090998
743893,2022-07-06 22:04:59,6.46684186,11322369150.241404,1709212.0571302876,0.00096700
743895,2022-07-06 22:19:11,6.44013888,11353792714.368874,1714779.3942895115,0.00096351
743912,2022-07-07 01:07:04,6.31286119,11223324936.549294,1733984.022666212,0.00096582
743914,2022-07-07 01:14:01,6.35745019,11285212854.953264,1728884.9481792008,0.00096446
743965,2022-07-07 08:45:42,6.43251912,12288479848.306181,1730577.7471422553,0.00089712
743972,2022-07-07 09:51:08,6.51829357,11990241927.087988,1728091.0045264815,0.00093050
743975,2022-07-07 10:11:40,6.36518739,12019223587.17142,1711734.21381854,0.00089783
744010,2022-07-07 16:10:33,6.35417334,12320403510.962648,1724628.7664747117,0.00088093
744040,2022-07-07 20:01:48,6.49558137,11431405554.171087,1721972.2694362542,0.00096911
744041,2022-07-07 20:10:24,6.51414741,11393277431.727385,1727471.886530834,0.00097819
744068,2022-07-08 01:30:17,6.33859409,11328356990.192413,1739313.255921923,0.00096390
744076,2022-07-08 02:33:44,6.38699263,11598749989.239738,1732263.1490633881,0.00094456
744091,2022-07-08 04:46:37,6.32186396,12019480511.959503,1739130.0877694446,0.00090580
744096,2022-07-08 05:30:38,6.26973439,12098554543.599525,1735232.8123481097,0.00089067
744121,2022-07-08 08:56:09,6.34541548,11828763730.328453,1718270.5735825084,0.00091283
744127,2022-07-08 09:31:45,6.37818640,12163078894.989857,1701366.3887817066,0.00088362
744136,2022-07-08 10:55:57,6.30116493,12246985376.782518,1717323.6026862815,0.00087511
744173,2022-07-08 17:23:01,6.38073487,11963906850.217134,1723632.0792961435,0.00091045
744183,2022-07-08 19:24:18,6.48228166,9560825695.939325,1709697.495516357,0.00114818
744227,2022-07-09 03:10:18,6.47703213,11691582285.987158,1636479.9001648945,0.00089847
744231,2022-07-09 03:43:18,6.36695684,11918815721.658813,1627964.5440433319,0.00086185
744254,2022-07-09 08:39:22,6.26426824,12015494449.81568,1643198.707335407,0.00084879
744285,2022-07-09 13:54:03,6.31967215,9508315790.360641,1628555.3042166734,0.00107276
744294,2022-07-09 17:26:34,6.52206705,8970164926.346903,1645300.5422180707,0.00118546
744306,2022-07-09 19:02:41,6.37771126,8848322040.237146,1450535.3998689675,0.00103680
744356,2022-07-10 02:09:01,6.35657986,8864838206.302607,1816107.624933309,0.00128865
744373,2022-07-10 03:35:05,6.29431883,10073091161.976765,1842585.0652451962,0.00113926
744379,2022-07-10 04:10:26,6.38275591,11348184232.285744,1839859.9257644825,0.00102416
744401,2022-07-10 07:40:38,6.26623421,11878655804.758888,1851415.1595817283,0.00096654
744463,2022-07-10 17:41:35,6.41026072,9003989873.973124,1860699.8866045207,0.00131084
744501,2022-07-11 01:07:01,6.31466632,8725376334.285091,1835894.8439450483,0.00131471
744509,2022-07-11 02:34:50,6.33028198,8754716626.212414,1861456.5978446202,0.00133186
744549,2022-07-11 10:05:27,6.41399577,11729686722.279299,1840166.9042007073,0.00099573
744552,2022-07-11 10:21:39,6.34102447,11706943666.893478,1857618.5040915874,0.00099558
744556,2022-07-11 11:07:11,6.31865829,11703685148.113443,1843017.028414388,0.00098463
744560,2022-07-11 11:50:09,6.27244530,11755876551.484636,1856027.951575663,0.00097996
744570,2022-07-11 13:49:43,6.42109351,11784536709.97258,1848733.4952324317,0.00099672
744617,2022-07-11 23:54:13,6.46059573,8741954847.610502,377.2130758801103,0.00000028
744618,2022-07-12 00:03:20,6.44827914,8718739432.858719,239.1039350804917,0.00000018
744620,2022-07-12 00:09:22,6.41785549,8697281044.651482,176.82858433492473,0.00000013
744910,2022-07-14 05:09:40,6.29383926,11507045505.64925,1479754.605414387,0.00080034
744926,2022-07-14 07:45:03,6.31256293,11635772920.700283,1510660.6076534598,0.00081044
744927,2022-07-14 07:56:20,6.42467943,11656542064.808697,1515037.7374824667,0.00082578
744936,2022-07-14 10:25:07,6.60469871,11603402850.396852,1498928.5145770777,0.00084379
744989,2022-07-14 21:28:48,6.47658446,8867821360.156595,1495204.3706820651,0.00107994
745011,2022-07-15 01:45:16,6.26689658,8937985265.842451,1488251.5580443633,0.00103193
745024,2022-07-15 03:35:52,6.29195567,11835123071.159883,1498613.5665102673,0.00078786
745034,2022-07-15 04:24:39,6.40302328,12004188711.881271,1488066.4213733554,0.00078496
745065,2022-07-15 10:23:15,6.38185025,12896525390.577188,1505496.4917049797,0.00073661
745066,2022-07-15 10:36:49,6.48507801,12901923518.34791,1499958.940797371,0.00074547
745090,2022-07-15 14:47:27,6.50117044,12428003409.875568,1505312.626082949,0.00077880
745110,2022-07-15 17:31:47,6.31680706,12004796582.035944,1503164.6663102044,0.00078206
745113,2022-07-15 17:58:13,6.53545607,11960018204.330933,1500308.3278205541,0.00081071
745128,2022-07-15 20:09:48,6.61326145,10548523082.121058,1487703.3608358297,0.00092245
745148,2022-07-16 00:29:40,6.32070911,11353056748.164608,1514655.2958545135,0.00083387
745181,2022-07-16 05:21:31,6.32945077,12501755642.163921,1499940.3294140543,0.00075104
